Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051118	PA14_23730	WP_003091401.1	LysR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218890677	PLES_19371	WP_003091401.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051117	PA14_23750	WP_003091399.1	isopropylmalate isomerase large subunit	59275	Pseudomonas aeruginosa LESB58	218890678	PLES_19381	WP_003091399.1	isopropylmalate isomerase large subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051116	PA14_23760	WP_003138498.1	isopropylmalate isomerase small subunit	59275	Pseudomonas aeruginosa LESB58	218890679	PLES_19391	WP_003091398.1	isopropylmalate isomerase small subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051115	PA14_23770	WP_003091396.1	putative biotin synthesis protein	59275	Pseudomonas aeruginosa LESB58	218890680	PLES_19401	WP_003115017.1	putative biotin synthesis protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051114	PA14_23790	WP_003091395.1	3-isopropylmalate dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218890681	PLES_19411	WP_003091395.1	3-isopropylmalate dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051113	PA14_23800	WP_003111187.1	aspartate-semialdehyde dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218890682	PLES_19421	WP_003111187.1	aspartate-semialdehyde dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051112	PA14_23810	WP_003091393.1	aspartate-semialdehyde dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218890683	PLES_19431	WP_012613877.1	aspartate-semialdehyde dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051111	PA14_23830	WP_003138501.1	pilus assembly protein	59275	Pseudomonas aeruginosa LESB58	218890684	PLES_19441	WP_012613878.1	Motility protein FimV				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051110	PA14_23840	WP_011666599.1	tRNA pseudouridine synthase A	59275	Pseudomonas aeruginosa LESB58	218890685	PLES_19451	WP_003091390.1	tRNA pseudouridine synthase A				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051109	PA14_23850	WP_003091389.1	N-(5'-phosphoribosyl)anthranilate isomerase	59275	Pseudomonas aeruginosa LESB58	218890686	PLES_19461	WP_003116445.1	N-(5'-phosphoribosyl)anthranilate isomerase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051108	PA14_23860	WP_003104199.1	acetyl-CoA carboxylase subunit beta	59275	Pseudomonas aeruginosa LESB58	218890688	PLES_19481	WP_003104199.1	acetyl-CoA carboxylase subunit beta				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051107	PA14_23880	WP_003138507.1	folylpolyglutamate synthetase	59275	Pseudomonas aeruginosa LESB58	218890689	PLES_19491	WP_003104198.1	folylpolyglutamate synthetase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051106	PA14_23890	WP_011666600.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890690	PLES_19501	WP_012613880.1	putative DedD protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051105	PA14_23900	WP_003091384.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890691	PLES_19511	WP_003091384.1	putative colicin V production protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051104	PA14_23920	WP_003091383.1	amidophosphoribosyltransferase	59275	Pseudomonas aeruginosa LESB58	218890692	PLES_19521	WP_003091383.1	amidophosphoribosyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051103	PA14_23930	WP_003103540.1	O-succinylhomoserine sulfhydrylase	59275	Pseudomonas aeruginosa LESB58	218890693	PLES_19531	WP_012613881.1	O-succinylhomoserine sulfhydrylase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051102	PA14_23950	WP_003091381.1	oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218890694	PLES_19541	WP_003103539.1	oxidoreductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051101	PA14_23970	WP_003138518.1	general secretion pathway protein D	59275	Pseudomonas aeruginosa LESB58	218890695	PLES_19551	WP_003103536.1	general secretion pathway protein D				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051100	PA14_23980	WP_003091378.1	secretion protein XcpP	59275	Pseudomonas aeruginosa LESB58	218890696	PLES_19561	WP_003091378.1	secretion protein XcpP				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051099	PA14_23990	WP_003110065.1	general secretion pathway protein E	59275	Pseudomonas aeruginosa LESB58	218890697	PLES_19571	WP_003110065.1	general secretion pathway protein E				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051098	PA14_24010	WP_003091376.1	general secretion pathway protein F	59275	Pseudomonas aeruginosa LESB58	218890698	PLES_19581	WP_003091376.1	general secretion pathway protein F				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051097	PA14_24020	WP_003091375.1	general secretion pathway protein G	59275	Pseudomonas aeruginosa LESB58	218890699	PLES_19591	WP_003103532.1	general secretion pathway protein G				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051096	PA14_24040	WP_003110066.1	general secretion pathway outer membrane protein H precursor	59275	Pseudomonas aeruginosa LESB58	218890700	PLES_19601	WP_003103530.1	General secretion pathway outer membrane protein H precursor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051095	PA14_24050	WP_003091373.1	general secretion pathway protein I	59275	Pseudomonas aeruginosa LESB58	218890701	PLES_19611	WP_003103528.1	general secretion pathway protein I				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051094	PA14_24060	WP_003110067.1	general secretion pathway protein J	59275	Pseudomonas aeruginosa LESB58	218890702	PLES_19621	WP_003110067.1	general secretion pathway protein J				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051093	PA14_24070	WP_003138522.1	general secretion pathway protein K	59275	Pseudomonas aeruginosa LESB58	218890703	PLES_19631	WP_012613882.1	general secretion pathway protein K				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051092	PA14_24080	WP_003138524.1	general secretion pathway protein L	59275	Pseudomonas aeruginosa LESB58	218890704	PLES_19641	WP_004350945.1	general secretion pathway protein L				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051091	PA14_24100	WP_003091369.1	general secretion pathway protein M	59275	Pseudomonas aeruginosa LESB58	218890705	PLES_19651	WP_003103519.1	general secretion pathway protein M				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051090	PA14_24140	WP_003103517.1	AraC family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218890706	PLES_19661	WP_012613883.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051089	PA14_24150	WP_003138526.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890707	PLES_19671	WP_003103515.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051088	PA14_24170	WP_003091351.1	2,4-dienoyl-CoA reductase FadH1	59275	Pseudomonas aeruginosa LESB58	218890708	PLES_19681	WP_003103513.1	2,4-dienoyl-CoA reductase FadH1				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051087	PA14_24180	WP_016254245.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890709	PLES_19691	WP_003113938.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051086	PA14_24190	WP_011666601.1	putative 1-aminocyclopropane-1-carboxylate deaminase	59275	Pseudomonas aeruginosa LESB58	218890710	PLES_19701	WP_016253176.1	putative 1-aminocyclopropane-1-carboxylate deaminase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051085	PA14_24210	WP_003091344.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890711	PLES_19711	WP_003091344.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051084	PA14_24220	WP_003091343.1	inorganic polyphosphate/ATP-NAD kinase	59275	Pseudomonas aeruginosa LESB58	218890712	PLES_19721	WP_003091343.1	inorganic polyphosphate/ATP-NAD kinase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051083	PA14_24230	WP_003091336.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890713	PLES_19731	WP_003091336.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051082	PA14_24240	WP_003138531.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890714	PLES_19741	WP_012613885.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116054464	PA14_24245	WP_003104989.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890715	PLES_19751	WP_012613886.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051081	PA14_24260	WP_003091329.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890716	PLES_19761	WP_024082482.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051080	PA14_24270	WP_003138532.1	aminopeptidase N	59275	Pseudomonas aeruginosa LESB58	218890717	PLES_19771	WP_012613888.1	aminopeptidase N				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051079	PA14_24290	WP_003110074.1	glycine betaine transmethylase	59275	Pseudomonas aeruginosa LESB58	218890718	PLES_19781	WP_012613889.1	glycine betaine transmethylase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051078	PA14_24300	WP_003091320.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890719	PLES_19791	WP_003091320.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051077	PA14_24310	WP_003110477.1	BNR/Asp-box repeat-containing protein	59275	Pseudomonas aeruginosa LESB58	218890720	PLES_19801	WP_012613890.1	putative BNR/Asp-box repeat protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051076	PA14_24330	WP_003091316.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890721	PLES_19811	WP_003158750.1	putative export protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051075	PA14_24340	WP_003138535.1	putative two-component sensor	59275	Pseudomonas aeruginosa LESB58	218890722	PLES_19821	WP_003105000.1	putative two-component sensor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051074	PA14_24350	WP_003091311.1	putative two-component response regulator	59275	Pseudomonas aeruginosa LESB58	218890723	PLES_19831	WP_003091311.1	putative two-component response regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051072	PA14_24370	WP_003112115.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890724	PLES_19841	WP_003112115.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051071	PA14_24380	WP_003113945.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890725	PLES_19851	WP_003113945.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051070	PA14_24390	WP_003138538.1	TPR domain-containing protein	59275	Pseudomonas aeruginosa LESB58	218890726	PLES_19861	WP_012613891.1	putative TPR domain protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051069	PA14_24400	WP_003091297.1	von Willebrand factor type A domain-containing protein	59275	Pseudomonas aeruginosa LESB58	218890727	PLES_19871	WP_003107433.1	putative von Willebrand factor type A domain				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051068	PA14_24410	WP_003091296.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890728	PLES_19881	WP_003113947.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051067	PA14_24420	WP_003138541.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890729	PLES_19891	WP_003091295.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051066	PA14_24430	WP_003091294.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890730	PLES_19901	WP_003103494.1	putative MoxR-like ATPase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051065	PA14_24440	WP_015502651.1	putative lipoprotein	59275	Pseudomonas aeruginosa LESB58	218890731	PLES_19911	WP_003091293.1	putative lipoprotein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116054423	PA14_24445	WP_003138545.1	NAD-dependent glutamate dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218890732	PLES_19921	WP_012613892.1	NAD-dependent glutamate dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051064	PA14_24480	WP_003138547.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890736	PLES_19961	WP_012613894.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051063	PA14_24490	WP_003138549.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890737	PLES_19971	WP_012613895.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051062	PA14_24500	WP_003091288.1	putative lipoprotein	59275	Pseudomonas aeruginosa LESB58	218890738	PLES_19981	WP_003091288.1	putative lipoprotein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051061	PA14_24510	WP_003138550.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890739	PLES_19991	WP_003162449.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051060	PA14_24530	WP_003138551.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890740	PLES_20001	WP_003138551.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051059	PA14_24550	WP_003103472.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890741	PLES_20011	WP_003162448.1	putative glycosyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051058	PA14_24560	WP_003103470.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890742	PLES_20021	WP_003091283.1	PelG				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051057	PA14_24570	WP_003091282.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890743	PLES_20031	WP_003091282.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051056	PA14_24580	WP_003130641.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890744	PLES_20041	WP_003143634.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051055	PA14_24590	WP_003103222.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890745	PLES_20051	WP_003115353.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051054	PA14_24600	WP_003138552.1	putative carboxypeptidase	59275	Pseudomonas aeruginosa LESB58	218890746	PLES_20061	WP_003103223.1	putative carboxypeptidase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051053	PA14_24610	WP_003091278.1	putative hydrolytic enzyme	59275	Pseudomonas aeruginosa LESB58	218890747	PLES_20071	WP_003103224.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051052	PA14_24630	WP_031632397.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890748	PLES_20081	WP_003103227.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051050	PA14_24640	WP_003138558.1	dihydroorotate dehydrogenase 2	59275	Pseudomonas aeruginosa LESB58	218890749	PLES_20091	WP_003103236.1	dihydroorotate dehydrogenase 2				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051049	PA14_24650	WP_003103238.1	ribosome modulation factor	59275	Pseudomonas aeruginosa LESB58	218890750	PLES_20101	WP_003103238.1	ribosome modulation factor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116054427	PA14_24675	YP_790124.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890752	PLES_20121	WP_003103239.1	23S rRNA m(2)G2445 methyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051048	PA14_24690	WP_003138560.1	putative D-alanyl-D-alanine carboxypeptidase	59275	Pseudomonas aeruginosa LESB58	218890753	PLES_20131	WP_003160657.1	putative D-alanyl-D-alanine carboxypeptidase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051047	PA14_24700	WP_003091271.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890754	PLES_20141	WP_003091271.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051046	PA14_24710	WP_003091268.1	putative two-component response regulator	59275	Pseudomonas aeruginosa LESB58	218890755	PLES_20151	WP_003091268.1	putative two-component response regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051045	PA14_24720	WP_003138563.1	putative two-component sensor	59275	Pseudomonas aeruginosa LESB58	218890756	PLES_20161	WP_012613896.1	putative two-component sensor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051044	PA14_24730	WP_003091265.1	deoxyguanosinetriphosphate triphosphohydrolase-like protein	59275	Pseudomonas aeruginosa LESB58	218890757	PLES_20171	WP_003091265.1	deoxyguanosinetriphosphate triphosphohydrolase-like protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051043	PA14_24740	WP_003130654.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890758	PLES_20181	WP_003103249.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051042	PA14_24760	WP_003091263.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890759	PLES_20191	WP_003091263.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051041	PA14_24770	WP_003091262.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890760	PLES_20201	WP_003091262.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051040	PA14_24780	WP_003091258.1	putative transporter	59275	Pseudomonas aeruginosa LESB58	218890761	PLES_20211	WP_003091258.1	putative transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051039	PA14_24790	WP_003091257.1	putative outer membrane porin	59275	Pseudomonas aeruginosa LESB58	218890762	PLES_20221	WP_003091257.1	putative porin				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051038	PA14_24810	WP_003109616.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890763	PLES_20231	WP_003116469.1	putative hydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051037	PA14_24820	WP_003138568.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890764	PLES_20241	WP_003160653.1	putative oxidase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051036	PA14_24830	WP_003091251.1	putative glutathione S-transferase	59275	Pseudomonas aeruginosa LESB58	218890765	PLES_20251	WP_003116471.1	putative glutathione S-transferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051035	PA14_24840	WP_003138570.1	putative transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218890766	PLES_20261	WP_003103255.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051034	PA14_24850	WP_003109620.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890767	PLES_20271	WP_003113967.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051033	PA14_24860	WP_003130664.1	cytochrome c Snr1	59275	Pseudomonas aeruginosa LESB58	218890768	PLES_20281	WP_012613897.1	cytochrome c Snr1				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051032	PA14_24880	WP_003091247.1	putative lipoprotein	59275	Pseudomonas aeruginosa LESB58	218890769	PLES_20291	WP_003091247.1	putative lipoprotein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051031	PA14_24890	WP_003109495.1	molybdopterin-guanine dinucleotide biosynthesis protein MobA	59275	Pseudomonas aeruginosa LESB58	218890770	PLES_20301	WP_003109495.1	molybdopterin-guanine dinucleotide biosynthesis protein MobA				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051030	PA14_24900	WP_003091240.1	molybdopterin biosynthetic protein B2	59275	Pseudomonas aeruginosa LESB58	218890771	PLES_20311	WP_003143644.1	molybdopterin biosynthetic protein B2				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116051029	PA14_24910	WP_003138573.1	molybdenum cofactor biosynthesis protein A2	59275	Pseudomonas aeruginosa LESB58	218890772	PLES_20321	WP_003143645.1	molybdenum cofactor biosynthesis protein A2				
