Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57945	Pseudomonas aeruginosa PAO1	15596910	PA1713	NP_250404.1	transcriptional regulator ExsA	59275	Pseudomonas aeruginosa LESB58	218892334	PLES_36161	WP_003120334.1	transcriptional regulator ExsA				
rbb	57945	Pseudomonas aeruginosa PAO1	15596911	PA1714	NP_250405.1	ExsD	59275	Pseudomonas aeruginosa LESB58	218892333	PLES_36151	WP_003100755.1	ExsD				
rbb	57945	Pseudomonas aeruginosa PAO1	15596912	PA1715	NP_250406.1	type III export apparatus protein	59275	Pseudomonas aeruginosa LESB58	218892332	PLES_36141	WP_003120332.1	type III export apparatus protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596913	PA1716	NP_250407.1	type III secretion outer membrane protein PscC precursor	59275	Pseudomonas aeruginosa LESB58	218892331	PLES_36131	WP_012614295.1	Type III secretion outer membrane protein PscC precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15596914	PA1717	NP_250408.1	type III export protein PscD	59275	Pseudomonas aeruginosa LESB58	218892330	PLES_36121	WP_012614294.1	type III export protein PscD				
rbb	57945	Pseudomonas aeruginosa PAO1	15596915	PA1718	NP_250409.1	type III export protein PscE	59275	Pseudomonas aeruginosa LESB58	218892329	PLES_36111	WP_003100751.1	type III export protein PscE				
rbb	57945	Pseudomonas aeruginosa PAO1	15596916	PA1719	NP_250410.1	type III export protein PscF	59275	Pseudomonas aeruginosa LESB58	218892328	PLES_36101	WP_003087729.1	type III export protein PscF				
rbb	57945	Pseudomonas aeruginosa PAO1	15596917	PA1720	NP_250411.1	type III export protein PscG	59275	Pseudomonas aeruginosa LESB58	218892327	PLES_36091	WP_003100735.1	type III export protein PscG				
rbb	57945	Pseudomonas aeruginosa PAO1	15596918	PA1721	NP_250412.1	type III export protein PscH	59275	Pseudomonas aeruginosa LESB58	218892326	PLES_36081	WP_003122856.1	type III export protein PscH				
rbb	57945	Pseudomonas aeruginosa PAO1	15596919	PA1722	NP_250413.1	type III export protein PscI	59275	Pseudomonas aeruginosa LESB58	218892325	PLES_36071	WP_003120330.1	type III export protein PscI				
rbb	57945	Pseudomonas aeruginosa PAO1	15596920	PA1723	NP_250414.1	type III export protein PscJ	59275	Pseudomonas aeruginosa LESB58	218892324	PLES_36061	WP_004342903.1	type III export protein PscJ				
rbb	57945	Pseudomonas aeruginosa PAO1	15596921	PA1724	NP_250415.1	type III export protein PscK	59275	Pseudomonas aeruginosa LESB58	218892323	PLES_36051	WP_003087734.1	type III export protein PscK				
rbb	57945	Pseudomonas aeruginosa PAO1	15596922	PA1725	NP_250416.1	type III secretion system protein	59275	Pseudomonas aeruginosa LESB58	218892322	PLES_36041	WP_003120328.1	type III secretion system protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596923	PA1726	NP_250417.1	periplasmic beta-glucosidase	59275	Pseudomonas aeruginosa LESB58	218892321	PLES_36031	WP_003113557.1	periplasmic beta-glucosidase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596924	PA1727	NP_250418.1	MucR	59275	Pseudomonas aeruginosa LESB58	218892320	PLES_36021	WP_003087737.1	putative integral membrane sensor domain				
rbb	57945	Pseudomonas aeruginosa PAO1	15596925	PA1728	NP_250419.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892319	PLES_36011	WP_003087738.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596926	PA1729	NP_250420.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892318	PLES_36001	WP_003450028.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596927	PA1730	NP_250421.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892317	PLES_35991	WP_003087741.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596928	PA1731	NP_250422.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892316	PLES_35981	WP_003087742.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596929	PA1732	NP_250423.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892315	PLES_35971	WP_003087743.1	putative transglutaminase-like domain protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596930	PA1733	NP_250424.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892314	PLES_35961	WP_003113561.1	putative proteasome-type protease				
rbb	57945	Pseudomonas aeruginosa PAO1	15596931	PA1734	NP_250425.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892313	PLES_35951	WP_003100707.1	putative cytochrome c protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596932	PA1735	NP_250426.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892312	PLES_35941	WP_003087746.1	putative permease				
rbb	57945	Pseudomonas aeruginosa PAO1	15596933	PA1736	NP_250427.1	acetyl-CoA acetyltransferase	59275	Pseudomonas aeruginosa LESB58	218892311	PLES_35931	WP_003087747.1	acetyl-CoA acetyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596934	PA1737	NP_250428.1	3-hydroxyacyl-CoA dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218892310	PLES_35921	WP_012614293.1	putative 3-hydroxyacyl-CoA dehydrogenase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596935	PA1738	NP_250429.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892309	PLES_35911	WP_003450031.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15596936	PA1739	NP_250430.1	oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218892308	PLES_35901	WP_012614292.1	putative oxidoreductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596937	PA1740	NP_250431.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892307	PLES_35891	WP_012614291.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596938	PA1741	NP_250432.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892306	PLES_35881	WP_003087752.1	putative glutaredoxin				
rbb	57945	Pseudomonas aeruginosa PAO1	15596939	PA1742	NP_250433.1	amidotransferase	59275	Pseudomonas aeruginosa LESB58	218892305	PLES_35871	WP_003098093.1	amidotransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596940	PA1743	NP_250434.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892304	PLES_35861	WP_003087754.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596941	PA1744	NP_250435.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892303	PLES_35851	WP_003098091.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596942	PA1745	NP_250436.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892302	PLES_35841	WP_003087756.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596943	PA1746	NP_250437.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892301	PLES_35831	WP_003087757.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596944	PA1747	NP_250438.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892300	PLES_35821	WP_003087758.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596945	PA1748	NP_250439.1	enoyl-CoA hydratase	59275	Pseudomonas aeruginosa LESB58	218892299	PLES_35811	WP_003087759.1	enoyl-CoA hydratase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596947	PA1750	NP_250441.1	phospho-2-dehydro-3-deoxyheptonate aldolase	59275	Pseudomonas aeruginosa LESB58	218892298	PLES_35791	WP_003087765.1	phospho-2-dehydro-3-deoxyheptonate aldolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596948	PA1751	NP_250442.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892297	PLES_35781	WP_003087766.1	putative thioredoxin				
rbb	57945	Pseudomonas aeruginosa PAO1	15596949	PA1752	NP_250443.1	2-dehydropantoate 2-reductase	59275	Pseudomonas aeruginosa LESB58	218892296	PLES_35771	WP_003117707.1	2-dehydropantoate 2-reductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596950	PA1753	NP_250444.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892295	PLES_35761	WP_003087770.1	universal stress protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596951	PA1754	NP_250445.1	transcriptional regulator CysB	59275	Pseudomonas aeruginosa LESB58	218892294	PLES_35751	WP_003087775.1	transcriptional regulator CysB				
rbb	57945	Pseudomonas aeruginosa PAO1	15596952	PA1755	NP_250446.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892293	PLES_35741	WP_003098081.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596953	PA1756	NP_250447.1	phosphoadenosine phosphosulfate reductase	59275	Pseudomonas aeruginosa LESB58	218892292	PLES_35731	WP_003087779.1	phosphoadenosine phosphosulfate reductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596954	PA1757	NP_250448.1	phosphoserine phosphatase	59275	Pseudomonas aeruginosa LESB58	218892291	PLES_35721	WP_003098078.1	phosphoserine phosphatase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596955	PA1758	NP_250449.1	para-aminobenzoate synthase component I	59275	Pseudomonas aeruginosa LESB58	218892290	PLES_35711	WP_012614290.1	para-aminobenzoate synthase component I				
rbb	57945	Pseudomonas aeruginosa PAO1	15596956	PA1759	NP_250450.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892289	PLES_35701	WP_034007369.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15596957	PA1760	NP_250451.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892288	PLES_35691	WP_003087788.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15596958	PA1761	NP_250452.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892287	PLES_35681	WP_003098074.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596959	PA1762	NP_250453.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892286	PLES_35671	WP_003098072.1	putative peptidase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596960	PA1763	NP_250454.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892285	PLES_35661	WP_003120313.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596961	PA1764	NP_250455.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892284	PLES_35651	WP_031637138.1	putative outer membrane protein transport protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596962	PA1765	NP_250456.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892283	PLES_35641	WP_003113576.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596963	PA1766	NP_250457.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892282	PLES_35631	WP_003087807.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596964	PA1767	NP_250458.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892281	PLES_35621	WP_003087809.1	putative membrain protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596965	PA1768	NP_250459.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892280	PLES_35611	WP_003087811.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596966	PA1769	NP_250460.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892279	PLES_35601	WP_003087813.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596967	PA1770	NP_250461.1	phosphoenolpyruvate synthase	59275	Pseudomonas aeruginosa LESB58	218892278	PLES_35591	WP_012614288.1	phosphoenolpyruvate synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596968	PA1771	NP_250462.1	EstX	59275	Pseudomonas aeruginosa LESB58	218892277	PLES_35581	WP_012614287.1	EstX				
rbb	57945	Pseudomonas aeruginosa PAO1	15596969	PA1772	NP_250463.1	ribonuclease activity regulator protein RraA	59275	Pseudomonas aeruginosa LESB58	218892276	PLES_35571	WP_003087823.1	ribonuclease activity regulator protein RraA				
rbb	57945	Pseudomonas aeruginosa PAO1	15596970	PA1773	NP_250464.1	CmaX protein	59275	Pseudomonas aeruginosa LESB58	218892275	PLES_35561	WP_003098062.1	CmaX protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596971	PA1774	NP_250465.1	CrfX protein	59275	Pseudomonas aeruginosa LESB58	218892274	PLES_35551	WP_003087828.1	CfrX protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596972	PA1775	NP_250466.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892273	PLES_35541	WP_003087830.1	conserved cytoplasmic membrane protein, CmpX protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596973	PA1776	NP_250467.1	RNA polymerase sigma factor SigX	59275	Pseudomonas aeruginosa LESB58	218892272	PLES_35531	WP_003098059.1	RNA polymerase sigma factor SigX				
rbb	57945	Pseudomonas aeruginosa PAO1	15596974	PA1777	NP_250468.1	porin	59275	Pseudomonas aeruginosa LESB58	218892271	PLES_35521	WP_003087843.1	Major porin and structural outer membrane porin OprF precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15596975	PA1778	NP_250469.1	uroporphyrin-III C-methyltransferase	59275	Pseudomonas aeruginosa LESB58	218892270	PLES_35511	WP_003087845.1	uroporphyrin-III C-methyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596976	PA1779	NP_250470.1	assimilatory nitrate reductase	59275	Pseudomonas aeruginosa LESB58	218892269	PLES_35501	WP_003113578.1	assimilatory nitrate reductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596977	PA1780	NP_250471.1	assimilatory nitrite reductase small subunit	59275	Pseudomonas aeruginosa LESB58	218892268	PLES_35491	WP_003087853.1	assimilatory nitrite reductase small subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15596978	PA1781	NP_250472.1	assimilatory nitrite reductase large subunit	59275	Pseudomonas aeruginosa LESB58	218892267	PLES_35481	WP_003098052.1	assimilatory nitrite reductase large subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15596979	PA1782	NP_250473.1	serine/threonine-protein kinase	59275	Pseudomonas aeruginosa LESB58	218892266	PLES_35471	WP_003117699.1	putative serine/threonine-protein kinase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596980	PA1783	NP_250474.1	nitrate transporter	59275	Pseudomonas aeruginosa LESB58	218892265	PLES_35461	WP_003450070.1	nitrate transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15596981	PA1784	NP_250475.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892264	PLES_35451	WP_003087865.1	putative lyase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596982	PA1785	NP_250476.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892263	PLES_35441	WP_012614285.1	response regulator NasT				
rbb	57945	Pseudomonas aeruginosa PAO1	15596983	PA1786	NP_250477.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892262	PLES_35431	WP_003098042.1	nitrate-binding protein NasS				
rbb	57945	Pseudomonas aeruginosa PAO1	15596984	PA1787	NP_250478.1	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	59275	Pseudomonas aeruginosa LESB58	218892261	PLES_35421	WP_003087875.1	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596985	PA1788	NP_250479.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892260	PLES_35411	WP_003098041.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596986	PA1789	NP_250480.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892259	PLES_35401	WP_003087881.1	putative universal stress protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596987	PA1790	NP_250481.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892258	PLES_35391	WP_003160049.1	putative tRNA-(ms(2)io(6)a)-hydroxylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596988	PA1791	NP_250482.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892257	PLES_35381	WP_003098037.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596989	PA1792	NP_250483.1	UDP-2,3-diacylglucosamine hydrolase	59275	Pseudomonas aeruginosa LESB58	218892256	PLES_35371	WP_003113585.1	UDP-2,3-diacylglucosamine hydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596990	PA1793	NP_250484.1	peptidyl-prolyl cis-trans isomerase B	59275	Pseudomonas aeruginosa LESB58	218892255	PLES_35361	WP_003087890.1	peptidyl-prolyl cis-trans isomerase B				
rbb	57945	Pseudomonas aeruginosa PAO1	15596991	PA1794	NP_250485.1	glutaminyl-tRNA synthetase	59275	Pseudomonas aeruginosa LESB58	218892254	PLES_35351	WP_003139945.1	glutaminyl-tRNA synthetase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596992	PA1795	NP_250486.1	cysteinyl-tRNA synthetase	59275	Pseudomonas aeruginosa LESB58	218892253	PLES_35341	WP_003113587.1	cysteinyl-tRNA synthetase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596993	PA1796	NP_250487.1	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	59275	Pseudomonas aeruginosa LESB58	218892252	PLES_35331	WP_003087898.1	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596994	PA1797	NP_250488.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892250	PLES_35311	WP_012614284.1	putative beta-lactamase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596995	PA1798	NP_250489.1	two-component sensor, ParS	59275	Pseudomonas aeruginosa LESB58	218892249	PLES_35301	WP_003087912.1	putative two-component sensor				
rbb	57945	Pseudomonas aeruginosa PAO1	15596996	PA1799	NP_250490.1	two-component response regulator, ParR	59275	Pseudomonas aeruginosa LESB58	218892248	PLES_35291	WP_003098126.1	putative two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15596997	PA1800	NP_250491.1	trigger factor	59275	Pseudomonas aeruginosa LESB58	218892246	PLES_35271	WP_003087920.1	trigger factor				
rbb	57945	Pseudomonas aeruginosa PAO1	15596998	PA1801	NP_250492.1	ATP-dependent Clp protease proteolytic subunit	59275	Pseudomonas aeruginosa LESB58	218892245	PLES_35261	WP_003098129.1	ATP-dependent Clp protease proteolytic subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15596999	PA1802	NP_250493.1	ATP-dependent protease ATP-binding subunit ClpX	59275	Pseudomonas aeruginosa LESB58	218892244	PLES_35251	WP_003087924.1	ATP-dependent protease ATP-binding subunit ClpX				
rbb	57945	Pseudomonas aeruginosa PAO1	15597000	PA1803	NP_250494.1	Lon protease	59275	Pseudomonas aeruginosa LESB58	218892243	PLES_35241	WP_003087926.1	Lon protease				
rbb	57945	Pseudomonas aeruginosa PAO1	15597001	PA1804	NP_250495.1	DNA-binding protein HU	59275	Pseudomonas aeruginosa LESB58	218892242	PLES_35231	WP_003087931.1	DNA-binding protein HU				
rbb	57945	Pseudomonas aeruginosa PAO1	15597002	PA1805	NP_250496.1	peptidyl-prolyl cis-trans isomerase D	59275	Pseudomonas aeruginosa LESB58	218892241	PLES_35221	WP_012614282.1	peptidyl-prolyl cis-trans isomerase D				
rbb	57945	Pseudomonas aeruginosa PAO1	15597003	PA1806	NP_250497.1	NADH-dependent enoyl-ACP reductase	59275	Pseudomonas aeruginosa LESB58	218892240	PLES_35211	WP_003087936.1	NADH-dependent enoyl-ACP reductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597004	PA1807	NP_250498.1	ATP-binding component of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218892239	PLES_35201	WP_003450091.1	putative ATP-binding component of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15597005	PA1808	NP_250499.1	ABC transporter permease	59275	Pseudomonas aeruginosa LESB58	218892238	PLES_35191	WP_003087942.1	putative permease of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15597006	PA1809	NP_250500.1	ABC transporter permease	59275	Pseudomonas aeruginosa LESB58	218892237	PLES_35181	WP_003098134.1	putative permease of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15597007	PA1810	NP_250501.1	ABC transporter	59275	Pseudomonas aeruginosa LESB58	218892236	PLES_35171	WP_003098136.1	putative binding protein component of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15597008	PA1811	NP_250502.1	solute-binding protein	59275	Pseudomonas aeruginosa LESB58	218892235	PLES_35161	WP_012614281.1	putative solute-binding protein				
